data,perfil,dia,fonte,posicao,titulo,canal,url,duracao,publicado,views,tema
22/02/2026,P2,2,NEXT,10,ALONGAMENTO ANTES DO TREINO,Philipe PersoNutri - Treino em casa,https://youtu.be/-zsEl_fPNec?si=6xjxXQ2CHbpZKDca,10:02,09/09/2024,43000,FITNESS
22/02/2026,P3,2,HOME,1,VLOG #8: COMPREI UM MACBOOK PRO M4 MAX E IPHONE 17 NO PARAGUAI,Gustavo Nigre,https://youtu.be/pqE6lGMAymo?si=-3Hn3jHcMJvI3eko,33:16,13/01/2026,197000,TECNOLOGIA
22/02/2026,P3,2,HOME,2,Montei um SETUP BARATO com NOTEBOOK em 2026,Lipe Mal Estar,https://youtu.be/MFHqgoM0nRc?si=6zSvgMwgYFqvlJyu,15:03,28/01/2026,29000,TECNOLOGIA
22/02/2026,P3,2,HOME,3,MELHORES Celulares BOM e BARATO em 2026!,Intec,https://youtu.be/yhWDcUPsp_U?si=ORFfFi7_pVa0PbQC,17:02,09/02/2026,6400,TECNOLOGIA
22/02/2026,P3,2,HOME,4,CHEGOU! GALAXY S25 FE UNBOXING,Rafael Pacheco,https://youtu.be/zinvhMIdOxc?si=rTnOKpB5zhE5ORoA,10:27,18/02/2026,13000,TECNOLOGIA
22/02/2026,P3,2,HOME,5,INSTALANDO A NOVA ONE UI 8.0,Young rock Tech,https://youtu.be/VchOGNCjcos?si=5k9VnfvYMqy8T_C9,12:37,19/02/2026,8800,TECNOLOGIA
22/02/2026,P3,2,HOME,6,MAC MINI M4: Como tem sido a experiencia se sair de vez do Windows?,Miler Rangel,https://youtu.be/hIxSYWA0nqU?si=OT7_W6KbqeOXRWts,8:26,28/12/2025,23000,TECNOLOGIA
22/02/2026,P3,2,HOME,7,"Comprei o TAL NOTEBOOK de R$428,35 da SHOPEE",EscolhaSegura,https://youtu.be/P2WwtzKim-w?si=XHnS5rRytnQRtYiW,12:13,19/11/2025,88000,TECNOLOGIA
22/02/2026,P3,2,HOME,8,REDMI NOTE 14 vs REDMI NOTE 15 qual comprar?,Andre Felipe,https://youtu.be/DPrNjCF6g0k?si=ujYJ-sodaiKz8jq_,17:43,10/02/2026,1300,TECNOLOGIA
22/02/2026,P3,2,HOME,9,MOTOROLE SIGNATURE VC GALAXY S25 ULTRA,Marcus Tech,https://youtu.be/ZzbsniQmTIk?si=fWg8tSoYZAIy4gxC,34:37,22/02/2026,5200,TECNOLOGIA
22/02/2026,P3,2,HOME,10,IPHONE 13 - TESTANDO JOGOS PESADOS EM 2026,Ei Rob,https://youtu.be/4qBhNawkbrQ?si=4v6HQlGX9ZAILK87,13:23,10/02/2026,13000,TECNOLOGIA
22/02/2026,P3,2,NEXT,1,INSTALANDO A NOVA ONE UI 8.0,Young Rock Tech,https://youtu.be/BNMKz83QPtM?si=BTOI_QolGVCYA-8T,10:32,21/02/2026,4600,TECNOLOGIA
22/02/2026,P3,2,NEXT,2,Realme C85,CanalJMS,https://youtu.be/eBccKSHrmhI?si=6NFgh2kzRv-Vpe9E,14:53,21/02/2026,4300,TECNOLOGIA
22/02/2026,P3,2,NEXT,3,Ryzen 7 7735HS vence o i5-13420H,Lawx,https://youtu.be/r2D1PRAGfjw?si=JMl453tgTem-6OJf,8:48,22/02/2026,1700,TECNOLOGIA
22/02/2026,P3,2,NEXT,4,COMPREI UM IPHONE 16 PRO MAX NA SHOPEE,Rodrigo Moreira,https://youtu.be/kYDD-mOc48A?si=8fHpa-sCaPxVhhwB,14:26,20/02/2026,32000,TECNOLOGIA
22/02/2026,P3,2,NEXT,5,ESSE NOTEBOOK E UM MONSTRO,Lucas Ishii,https://youtu.be/sRlpjac0WSE?si=FyxlcXbO3nVGI09X,50:50,19/02/2026,36000,TECNOLOGIA
22/02/2026,P3,2,NEXT,6,Galaxy A56 e o MELHOR smartphone pra comprar ate,Matheus Kise,https://youtu.be/UY93FvkRfUk?si=xzQOz2D-vTLbCFeY,5:47,19/02/2026,2500,TECNOLOGIA
22/02/2026,P3,2,NEXT,7,IPHONE 16e se TORNOU o CELULAR APPLE com MELHOR,EscolhaSegura,https://youtu.be/LaoRPXRL7sg?si=2NhDOAaA8iMsms0a,13:09,10/02/2026,19000,TECNOLOGIA
22/02/2026,P3,2,NEXT,8,NOVO REALME C85: TUDO QUE VOCE PRECISA SABER,Realme Store BR,https://youtu.be/JFCIqLGsy9I?si=ljjSda7bxhByL7R8,8:46,18/02/2026,4400,TECNOLOGIA
22/02/2026,P3,2,NEXT,9,Nao compre um iPhone 17 antes de ver esse video,Ricardo Perialdo,https://youtu.be/Zx5T9Qpm2Bc?si=UpmGMFCHgdrI7PZ5,27:17,20/12/2025,36000,TECNOLOGIA
22/02/2026,P3,2,NEXT,10,Meu Ecossistema Samsung barato,Guilherme Franca,https://youtu.be/5dgaFoyjefE?si=EbEgVAbkY0YblE96,22:39,16/10/2025,35000,TECNOLOGIA
22/02/2026,P4,2,HOME,1,Adolescente e sequestrada e torturada apos gesto em foto no RS,SBT News,https://youtu.be/pp0dCjClwYA?si=btJqsoAd7eBTLfXj,2:32,21/02/2026,14000,NEUTRO
22/02/2026,P4,2,HOME,2,Como os doces brasileiros ficam tao... doces,BBC News Brasil,https://youtu.be/tl-Pu3lFh7Q?si=IcUWpLsAU4h9od-t,11:00,12/08/2025,755000,NEUTRO
22/02/2026,P4,2,HOME,3,Entenda como palavras provocam diferentes impactos,Band Jornalismo,https://youtu.be/2G02hH4gL10?si=GFqwQE4uYBTJVJ7W,2:29,06/02/2026,98000,NEUTRO
22/02/2026,P4,2,HOME,4,baixou! iPhone 16 vale a pena em 2026? 10 MES DE USO! ME ARREPENDI?,Tuk,https://youtu.be/KUDRzUXCW8Y?si=NQizO0gxnloCLgIn,10:29,22/02/2026,3700,NEUTRO
22/02/2026,P4,2,HOME,5,12 Laptop Mistakes That Are Killing Your Computer,Albert Annan,https://youtu.be/cZ2hhXO_zps?si=oa1vv3Q2FgydIyR1,6:48,22/11/2025,230000,NEUTRO
22/02/2026,P4,2,HOME,6,JH: 2026 promete ser um ano bom para quem busca vagas no servico publico,g1,https://youtu.be/dy5iryNp-3k?si=R41bRmTekIW7lNns,4:14,19/02/2026,51000,NEUTRO
22/02/2026,P4,2,HOME,7,Como acordar CEDO e ter ENERGIA o DIA TODO (mesmo dormindo pouco),Ben Facin,https://youtu.be/aM127MqsErU?si=AIq4m-WB0EwH_Y6V,6:02,02/12/2025,607000,NEUTRO
22/02/2026,P4,2,HOME,8,Pesquisa associa consumo de refrigerante a doencas graves,Jornal da Record,https://youtu.be/Cr-mh2gkuQ4?si=FRCweHoM6V1G0Pcp,2:47,07/09/2019,1000000,NEUTRO
22/02/2026,P4,2,HOME,9,Qual esporte emagrece mais? Testei 15 para descobrir,Kiny,https://youtu.be/KjGAqYkPf98?si=7H2HPRhWgHXmJHFu,31:37,11/02/2026,46000,NEUTRO
22/02/2026,P4,2,HOME,10,COMER SAUDAVEL SEM GASTAR MUITO,Flow Podcast,https://youtu.be/qrpaNLKl2RI?si=T8YrBXfiNldn0mzw,17:38,29/09/2025,789000,NEUTRO
22/02/2026,P4,2,NEXT,1,COMO FAZER OMELETE FACIL E RAPIDA | Nandu Andrade,Nandu Andrade,https://youtu.be/gY4YpCyxV4Q?si=WlguHJfXvZNEwXas,4:01,29/05/2021,4600000,NEUTRO
22/02/2026,P4,2,NEXT,2,"Como faco o meu Feijao com Caldinho grosso , simples mas muito saboroso",Cozinha da Li Oliveira,https://youtu.be/WJa8BHQUB4w?si=3BtlTzhsP-fYez0U,5:45,21/07/2020,1200000,NEUTRO
22/02/2026,P4,2,NEXT,3,"Da proxima vez, experimente esta deliciosa receita de batata e carne picada!",Receitas da Vo Bita,https://youtu.be/t_w2xd4Gn7A?si=pf12ycgjA9-zyGfC,3:05,27/07/2023,838,NEUTRO
22/02/2026,P4,2,NEXT,4,Como Fazer Frango a Passarinho ao Molho – Receita de Dar Agua na Boca,Receita facil,https://youtu.be/k-_Hp5_p-m4?si=5ltM5OyI8RjQsNjr,6:09,26/09/2025,17000,NEUTRO
22/02/2026,P4,2,NEXT,5,Voce Esta Cometendo esses Erros ao Fazer Arroz e Nao Sabe!,Eu Nao Sou Chef,https://youtu.be/VrKjFYtbJ38?si=yM5zIBmxnofBWk2v,5:57,02/01/2025,4600000,NEUTRO
22/02/2026,P4,2,NEXT,6,"A melhor carne moida que ja comi, segredo de um restaurante famoso!",top cozinha,https://youtu.be/HFiQxM1I_bE?si=8ZNluwH7LoS-BzI4,4:16,29/10/2024,1400000,NEUTRO
22/02/2026,P4,2,NEXT,7,MISTURE SARDINHA COM FLOCAO / VOCE VAI QUERER ESSA RECEITA TODO DIA!,Receitas Faceis e Rapidas,https://youtu.be/CKZVHVQZskA?si=_CB9MyOceOego0w8,3:20,29/08/2025,289000,NEUTRO
22/02/2026,P4,2,NEXT,8,COMO FAZER FEIJAO SIMPLES E FACIL | Nandu Andrade,Nandu Andrade,https://youtu.be/nzWrXTKLWK8?si=rc1WALG7NL7C6kZ9,5:43,02/06/2023,349000,NEUTRO
22/02/2026,P4,2,NEXT,9,Quando faco sobremesa de bananas nao sobra nada!,Receitas da Vo Bita,https://youtu.be/x7Gf3n4KrnU?si=N1dFBvpn6WUE7VS-,5:15,20/04/2025,1300000,NEUTRO
22/02/2026,P4,2,NEXT,10,PEIXE ASSIM NAO SOBRA NADA | SEXTA-FEIRA SANTA,RECEITAS DO FABRICIO,https://youtu.be/_J8AWh3Qk-w?si=A51wlbU4Ty7bQFDZ,5:03,05/02/2026,36000,NEUTRO
23/02/2026,P1,3,HOME,1,Haddad entregara estudos sobre tarifa zero em ate abril,CNN Brasil,https://youtu.be/YxV2t9b3NEM?si=LFoSKBOJbWA-IQiU,03:50,23/02/2026,13,POLITICA
23/02/2026,P1,3,HOME,2,Video de Michelle fritando bananas movimenta em meio a crise com Eduardo,SBT News,https://youtu.be/7XQDs4rQ360?si=OU3cwqwpeZfB3Yuw,07:35,23/02/2026,1800,POLITICA
23/02/2026,P1,3,HOME,3,Governo Lula e Hogo Motta atuam para acelerar fim da escala 6x1,UOL,https://youtu.be/_4aAPyFTP_U?si=tdOom79fz4vQysYG,12:18,23/02/2026,4100,POLITICA
23/02/2026,P1,3,HOME,4,Brasil e Coreia do Sul assinam acordos sobre cooperacao em minerais ,g1,https://youtu.be/1wSOFB-pyvw?si=SWFtA_0JK71Gw80N,02:32,23/02/2026,5400,POLITICA
23/02/2026,P1,3,HOME,5,Morte de dono de cartel causa caos no Mexico,Brasil Urgente,https://youtu.be/RqWse0fmn2k?si=2Ir8uPjpSVvan8fy,01:22,23/02/2026,3400,POLITICA
23/02/2026,P1,3,HOME,6,"Pais que fizer ""joguinhos"" tera taxas mais altas, diz Donald Trump",CNN Brasil,https://youtu.be/EzyNmNIeT1w?si=2Nh8HRPVp4eBNeKE,00:50,23/02/2026,1600,POLITICA
23/02/2026,P1,3,HOME,7,Lula busca investimentos bilionarios em visita oficial a Coreia do Sul,Jornal da Record,https://youtu.be/WmflC4c2Sdc?si=Gy1AE-YC3EyfzmvO,00:28,23/02/2026,459,POLITICA
23/02/2026,P1,3,HOME,8,Rebanho bovino dos EUA cai ao menor nivel em 75 anos,Record News,https://youtu.be/R9p0zmM7QPQ?si=5lEsA5T34xph9DOy,15:59,21/03/2026,967,POLITICA
23/02/2026,P1,3,HOME,9,TENSAO DIPLOMATICA? Uniao Europeia congela acordo com os EUA,Jovem Pan - 3 em 1,https://youtu.be/_G_q2g7UNN8?si=qkLKgmElRZ85s3VV,08:33,23/02/2026,1000,POLITICA
23/02/2026,P1,3,HOME,10,Mexico: Panico toma conta de aeroporto apos morte de El Mencho,CNN Brasil,https://youtu.be/7dNtkJ4csfE?si=tuNbcCqKZ2Mgyl2E,00:43,23/02/2026,18000,POLITICA
23/02/2026,P1,3,NEXT,1,Boulos sobre eleicoes 2026,Jovem Pan - 3 em 1,https://youtu.be/-WrYNW-P14k?si=BKWOl9RtZBj3LMEf,09:27,23/02/2026,934,POLITICA
23/02/2026,P1,3,NEXT,2,Congresso retoma trabalhos com foco no fim da escala 6x1,Record News,https://youtu.be/f078ssix1X8?si=aRtNI8k2M6NLk6sh,12:35,23/02/2026,28,POLITICA
23/02/2026,P1,3,NEXT,3,Governo brasileiro aumenta imposto de importacao,CNN Brasil Money,https://youtu.be/9caLYOB1vuY?si=MxKuz5PEvq3Gyc-Y,06:00,23/02/2026,783,POLITICA
23/02/2026,P1,3,NEXT,4,Aplaudido de pe nos EUA - Flavio Bolsonaro discursa,Gustavo Gayer Deputado Federal,https://youtu.be/EqDA9cIGckY?si=BV1j2rDvwmS9oeBC,05:31,23/02/2026,142000,POLITICA
23/02/2026,P1,3,NEXT,5,"Master: Vorcaro sugere depor ao Senado, mas ate que ponto",UOL,https://youtu.be/mQaXuRGW5ko?si=XpoqT5qY99tzfeqf,05:14,23/02/2026,4,POLITICA
23/02/2026,P1,3,NEXT,6,JH: Regiao Sudeste do Brasil segue com alerta de temporal,g1,https://youtu.be/DZemD7_cxhk?si=B8ePjwq9mVxzE7UK,04:28,23/02/2026,8500,POLITICA
23/02/2026,P1,3,NEXT,7,Brasil registra em 2025 a menor taxa de desemprego da historia,CanalGov,https://youtu.be/89UOpvthYTQ?si=gVAewzvZ_gYN4Tfw,03:20,23/02/2026,101,POLITICA
23/02/2026,P1,3,NEXT,8,Brasil avanca para exportar carne bovina a Coreia do Sul,TIMES BRASIL,https://youtu.be/KHyCn1wXkHQ?si=8ZNOhZNIzddgjAIH,07:27,23/02/2026,1300,POLITICA
23/02/2026,P1,3,NEXT,9,Video de Michelle fritando bananas movimenta em meio a crise com Eduardo,SBT News,https://youtu.be/7XQDs4rQ360?si=7R70lbRe_NgH3maN,07:35,23/02/2026,1600,POLITICA
23/02/2026,P1,3,NEXT,10,"Governo Lula ja gastou mais de R$ 1,4 bilhao em cartao",O TEMPO,https://youtu.be/0K7agrOLAMU?si=FlZux8NLrwD9KQWj,06:39,23/02/2026,274,POLITICA
23/02/2026,P2,3,HOME,1,PLANO SEMANAL DE TREINO,Kiny,https://youtu.be/SqldX6X5RGs?si=YnWPJh3TJPWz-c8U,14:06,03/01/2021,292000,FITNESS
23/02/2026,P2,3,HOME,2,Como CRIAR CANAL e comecar no Youtube do jeito certo (2026),Pat Machadu,https://youtu.be/K5AXdMMzSDs?si=Gq77_lSstmlZjgcL,7:18,13/01/2026,58000,FITNESS
23/02/2026,P2,3,HOME,3,"ESTUDE, TREINE, CALE-SE: Torne-se IRRECONHECIVEL",O Estoico Sabio,https://youtu.be/FSrVJaVtp0g?si=_7P5GsgxOYSjs6IT,31:15,16/01/2026,318000,FITNESS
23/02/2026,P2,3,HOME,4,Eu IMPLORO para voce organizar sua vida,Mariana Santos,https://youtu.be/U1bt0SBdfJo?si=fYDYbtfgcT0VaHba,15:01,02/12/2025,244000,FITNESS
23/02/2026,P2,3,HOME,5,BRACOS DEFINIDOS EM 20 minutos - Treino em casa,Vane Fit,https://youtu.be/FngDojKgkJM?si=Bgi595yA8bBSCm2v,3:42,10/02/2026,1400,FITNESS
23/02/2026,P2,3,HOME,6,PREPARANDO 20 MARMITAS POR R$115 ,Camila sem gluten,https://youtu.be/RLAppOo9JMg?si=bUQS8vCdOOJsQ6ba,33:43,12/02/2026,10000,FITNESS
23/02/2026,P2,3,HOME,7,COMO DIVIDIR OS TREINOS EM CASA?,Thali na Rotina,https://youtu.be/u3kIHWkH6wA?si=DPQ8p2-jaO8KZtLl,13:51,25/04/2021,417000,FITNESS
23/02/2026,P2,3,HOME,8,ESSA ORACAO MUDOU A MINHA VIDA,Ana Desiderio,https://youtu.be/ZtYnE5v_-H8?si=qWT2ybW5sbdR-I-t,13:11,15/01/2026,543000,FITNESS
23/02/2026,P2,3,HOME,9,Seja uma mulher interesseira,Maria,https://youtu.be/8DYZheY6boM?si=yLXM6En9TPegegkQ,29:01,09/02/2026,15000,FITNESS
23/02/2026,P2,3,HOME,10,TREINO PARA DEFINIR AS PERNAS,Vane Fit,https://youtu.be/zzQYwQg5O9o?si=5QFAQyjLHZxRYORc,4:47,10/02/2026,1700,FITNESS
23/02/2026,P2,3,NEXT,1,OS EXERCICIOS CHAVE PARA CRESCER AS COXAS,Tay Training,https://youtu.be/uf2B-ioKXhg?si=qoeZll1TbcekFuMQ,07:37,09/07/2024,305000,FITNESS
23/02/2026,P2,3,NEXT,2,TREINO PARA SUPERIORES EM CASA,Leiner Alves ,https://youtu.be/TFldTYWhLWw?si=ijtocUs0HF01T75P,04:57,02/05/2025,207,FITNESS
23/02/2026,P2,3,NEXT,3,Talking it the other way,Brandon Salowitz,https://youtu.be/QPXGi8jHtnM?si=xZwvi_ApMfsz_X7R,00:18,22/02/2026,7,FITNESS
23/02/2026,P2,3,NEXT,4,VACUM+ AUTOMASSAGEM MODELADORA ,Leiner Alves ,https://youtu.be/2YjWPPoCcOU?si=J0Uo9EQnV7nrW1BG,04:57,11/10/2025,440,FITNESS
23/02/2026,P2,3,NEXT,5,Gluteo empinado e redondinho,Tay Training,https://youtu.be/7ux6FwZ7Ssc?si=0ofgbWfkh8CZ4NU1,07:41,27/09/2022,270000,FITNESS
23/02/2026,P2,3,NEXT,6,TREINO DE GLUTEO COM A MINHA AMIGA,Suellen Farias,https://youtu.be/Zk6sI8Wz5AE?si=xVIFx1vPQ2u3WyWd,28:49,03/10/2025,3200,FITNESS
23/02/2026,P2,3,NEXT,7,Aprenda de uma vez por todas como fazer o vacuum,BibiFitness,https://youtu.be/FcKw_KrvxzY?si=VgvEmDb-ytF8k08s,6:56,16/10/2024,12000,FITNESS
23/02/2026,P2,3,NEXT,8,VACUUM para iniciantes,BibiFitness,https://youtu.be/WlkCGdMR_OA?si=u6-xTqWTkaL0qj83,9:40,27/10/2025,1400,FITNESS
23/02/2026,P2,3,NEXT,9,Alongamento - voleibol,Saulo Oliveira,https://youtu.be/aCEkR5Hd4dc?si=ELMTS1_7tiQYu61M,12:29,22/07/2020,26000,FITNESS
23/02/2026,P2,3,NEXT,10,NUNCA MAIS tenha o barco molenga,Tay Training,https://youtu.be/qSvyhGAECr0?si=uhQU3xYSWjyuNA7H,6:26,28/02/2024,945000,FITNESS
23/02/2026,P3,3,HOME,1,Esse e o MELHOR NOTEBOOK barato para comprar hoje,Lipe Mal Estar,https://youtu.be/a8egV8HMCbg?si=wkTw6K5aZo67mfVY,13:55,13/02/2026,26000,TECNOLOGIA
23/02/2026,P3,3,HOME,2,Essa atualizacao do WhatsApp vai surpreender voce,WislonTuber,https://youtu.be/lh2ojYVAg2w?si=kCdu_70KixVTsGBd,6:36,23/02/2026,457,TECNOLOGIA
23/02/2026,P3,3,HOME,3,SAMSUNG GALAXY A17 2026,Economizei 67,https://youtu.be/8NC9QrbGl0I?si=M8QJ3bNPwZgGxp_Z,7:39,09/02/2026,828,TECNOLOGIA
23/02/2026,P3,3,HOME,4,FINALMENTE COMPREI um IPHONE 17 PRO MAX na SHOPEE,Rodrigo Moreira,https://youtu.be/bhq-GqnhDhE?si=WFjqAumyGb1jVejr,16:10,23/02/2026,2500,TECNOLOGIA
23/02/2026,P3,3,HOME,5,TESTEI O HUB USB-C MAIS PODEROSO DO MERCADO,MW Informatica,https://youtu.be/nZCtM_XhlLM?si=E6QnFP5Sf6GZPYUU,16:24,16/09/2025,75000,TECNOLOGIA
23/02/2026,P3,3,HOME,6,Dell Latitude 3410 14,John Notebooks Brasil,https://youtu.be/CAEC_FzjkHw?si=H8vpRk9rdY_skJCa,1:03,28/01/2025,4200,TECNOLOGIA
23/02/2026,P3,3,HOME,7,De ultima hora!! ATUALIZACAO de FEVEREIRO LIBERADA pela SAMSUNG,Atualizando Galaxy,https://youtu.be/fvm6nSosIWs?si=xfhos7RwZbVE0Fdv,2:42,23/02/2026,894,TECNOLOGIA
23/02/2026,P3,3,HOME,8,O MacBook MAIS BARATO sera lancado no dia 4 de marco,Loop Infinito,https://youtu.be/NpG-_yKs4_4?si=Jn0Z7lQDEGhhlg6I,25:06,23/02/2026,13000,TECNOLOGIA
23/02/2026,P3,3,HOME,9,MAIS Recursos ESCONDIDOS No SAMSUNG ,APRENDA FACIL,https://youtu.be/6acePeY11jc?si=Plm1fuffW7MtelGc,5:50,09/02/2026,746,TECNOLOGIA
23/02/2026,P3,3,HOME,10,NOVO REALME C85,bgeeks,https://youtu.be/YukUjI0cdyM?si=TtriToONJDfgU8yA,9:02,23/02/2026,858,TECNOLOGIA
23/02/2026,P3,3,NEXT,1,O iphone 14 Pro Max envelheceu bem,Diogo Filipe,https://youtu.be/e3did47OLCk?si=MVyUN_TDlgfr7Ywz,7:17,21/02/2026,1500,TECNOLOGIA
23/02/2026,P3,3,NEXT,2,6 MESES DEPOIS O S25 FE TA VALENDO A PENA?,Andre Felipe,https://youtu.be/eMi1bkVaDRE?si=PT21IAqBwol4f_21,11:42,23/02/2026,559,TECNOLOGIA
23/02/2026,P3,3,NEXT,3,HARD RESET ITEL A04,Pretinho Tech,https://youtu.be/AJ7Kcft2fUY?si=iI6ul7Vh1L2-5LTf,4:07,23/02/2026,8,TECNOLOGIA
23/02/2026,P3,3,NEXT,4,"UGREEN HDMI SWITCHER KVM, 4K",dmeloTV,https://youtu.be/dmdb9-ZYIRI?si=8f9k-5FqfPJq4l1q,6:29,16/07/2024,6800,TECNOLOGIA
23/02/2026,P3,3,NEXT,5,Moto G06 em 7 minutos!,bgeeks,https://youtu.be/dm9b82Tvb8c?si=cc222rhQlZkahk6t,7:52,03/01/2026,17000,TECNOLOGIA
23/02/2026,P3,3,NEXT,6,Como deixar seu iphone TOTALMENTE DARK,Roger Coelho,https://youtu.be/eWpzxkJ_6sU?si=digjVo8cWZhiJIrd,7:14,20/02/2026,4000,TECNOLOGIA
23/02/2026,P3,3,NEXT,7,MackBook Air M4 vs Mac Mini M4,Gabriel de Pinho,https://youtu.be/sLUXTJhkgqg?si=jXPHjDuBXgdXuXrP,10:22,13/02/2026,33000,TECNOLOGIA
23/02/2026,P3,3,NEXT,8,OLHA QUE TOP ESSE MOTOROLA,k Tech,https://youtu.be/9I1H-STSuRw?si=P1-0PTltASbwdl8p,9:57,23/02/2026,471,TECNOLOGIA
23/02/2026,P3,3,NEXT,9,REALME C85 (NFC) vs REDMI NOTE 14 4G,Tuk,https://youtu.be/qB6qbkqJFqE?si=viOI0Lv6V5JhY8Ls,9:25,23/02/2026,384,TECNOLOGIA
23/02/2026,P3,3,NEXT,10,Comprei o Galaxy A36 5G,Ed Gouvea | Tech,https://youtu.be/hggh7EH6RVM?si=DebHxICfM9VnWwoM,7:28,17/02/2026,1900,TECNOLOGIA
23/02/2026,P4,3,HOME,1,"""El Mencho"":Morte de lider de cartel provoca onda de violencia no Mexico ",SBT News,https://youtu.be/r8AliSvHAzw?si=1zUowDZ-KP9P2Jrl,3:15,23/02/2026,44,NEUTRO
23/02/2026,P4,3,HOME,2,Por que voce deve focar em ganhar musculos - e nao emagrecer,BBC News Brasil,https://youtu.be/9ZNgpnUdq2o?si=TUOkHOBijV1HYWCO,5:44,24/01/2025,1600000,NEUTRO
23/02/2026,P4,3,HOME,3,Mulher ganha R$ 60 mil e tem 250 dias de folga por trabalhar ,UOL,https://youtu.be/ELWjTPlIds0?si=MnAwqyQZfNciBgCq,1:53,27/01/2026,266000,NEUTRO
23/02/2026,P4,3,HOME,4,Samsung: e melhor investir em um aparelho mais completo ou mais antigo,Olhar Digital,https://youtu.be/JdT6XULG0V4?si=wtMVCFaASXhYiTAn,2:40,10/02/2026,600,NEUTRO
23/02/2026,P4,3,HOME,5,"Morte de ""El Mencho"": Mexico tenta voltar a normalidade aops violencia e caos",CNN Brasil,https://youtu.be/OJlK7eQk0zE?si=7MH01yG7DHNJRVH6,8:36,23/02/2026,7500,NEUTRO
23/02/2026,P4,3,HOME,6,Uniao Europeia cancela negociacoes com os EUA apos tarifa global deTrump,SBT News,https://youtu.be/hcBx-4NiqlA?si=F6Nd0oqHEN6A5zVk,1:52,23/02/2026,368,NEUTRO
23/02/2026,P4,3,HOME,7,Governo revogs decreto sobre hidrovias na Amazonia apos protestos indigenas,AFP Portugues,https://youtu.be/uVbW3C66QLg?si=JeQqBZC0vTBq9sKr,1:18,23/02/2026,216,NEUTRO
23/02/2026,P4,3,HOME,8,EUA aumentam pressao sobre o Ira com cacas e porta-avioes,g1,https://youtu.be/TSQFV0YRFxk?si=WjH_rqYoGfpEpy9J,5:19,23/02/2026,82000,NEUTRO
23/02/2026,P4,3,HOME,9,Lula deve pregar aumento do investimento militar em programa do governo,CNN Brasil,https://youtu.be/Y9g64AuoOTY?si=UogddKPQ8d4HLUvm,7:37,23/02/2026,2500,NEUTRO
23/02/2026,P4,3,HOME,10,PASTEL COM 2 INGREDIENTES AGUA E FARINHA,Nandu Andrade,https://youtu.be/xWmFvEwqu7k?si=LIPrXFaI5dgjeCvb,7:35,10/10/2020,8100000,NEUTRO
23/02/2026,P4,3,NEXT,1,Nao frite! Beringela queijo e ovos,Rezept Reich,https://youtu.be/zmszPRCiDXs?si=bBn7CQCYv-GscP4t,4:32,20/05/2025,3000000,NEUTRO
23/02/2026,P4,3,NEXT,2,No Frying Needed! Just Mix,Yummy in a Hurry,https://youtu.be/7htAFbefCa8?si=YZ3_J8E8RjbZI1xw,5:36,23/02/2026,30,NEUTRO
23/02/2026,P4,3,NEXT,3,QUER FAZER PANQUECA,Simone Cozinha e Terapia,https://youtu.be/G8HS7qOFRQw?si=IAn8aRyk2pKJAlBa,9:36,23/02/2026,39,NEUTRO
23/02/2026,P4,3,NEXT,4,"2 bobrinhas, 2 Tomates e o Jantar esta",Aquela Receita,https://youtu.be/WzTJHzHwDKE?si=graKw44Gs_EAphX5,3:04,02/07/2021,1800000,NEUTRO
23/02/2026,P4,3,NEXT,5,PAIXE AO MOLHO,Van Oliveira,https://youtu.be/16w3vi0TdTU?si=0fqOouyR9BgwnJ7u,6:49,30/09/2022,2000000,NEUTRO
23/02/2026,P4,3,NEXT,6,Batata com Linguica Queijo e Molho Branco,Olha eu na Cozinha,https://youtu.be/tAorYjvFLCk?si=ObpbonQlwFQ-v6jf,3:39,29/08/2024,819,NEUTRO
23/02/2026,P4,3,NEXT,7,Macarrao Cremoso de panela de Pressao,Fabricio Duarte,https://youtu.be/lHi9h1yT6sM?si=8IjQoVUwddXWCr0a,5:33,07/07/2025,346000,NEUTRO
23/02/2026,P4,3,NEXT,8,baixou! iPhone 16 vale a pena em 2026?,Tuk,https://youtu.be/KUDRzUXCW8Y?si=f30rVZizWBqcWB0x,10:29,22/02/2026,8200,NEUTRO
23/02/2026,P4,3,NEXT,9,CAFE DA MANHA LOW CARB,Receitas Low Carb para Diabeticos,https://youtu.be/igrjfAb7hl8?si=IN9U-4ezSNCB3xh-,5:34,03/11/2022,3100000,NEUTRO
23/02/2026,P4,3,NEXT,10,IOS 26 - 13 Configuracoes,Tuk,https://youtu.be/ttBMLVDUfZ4?si=7WYJpbEJv83DnT2n,13:05,17/09/2025,431000,NEUTRO
24/02/2026,P1,4,HOME,1,Lula comenta tarifa de 15% anunciada por Trump,SBT News,https://youtu.be/WVzZxMVkaLs?si=B1_Yav0fkSMrxBOy,3:37,22/02/2026,160000,POLITICA
24/02/2026,P1,4,HOME,2,"Justica Eleitoral proibe Marcal de ir a bar, boate e casa de prostituicao",UOL,https://youtu.be/y_jFzkthiWM?si=U9CO2l5ajDypiP9O,7:30,24/02/2026,2500,POLITICA
24/02/2026,P1,4,HOME,3,"Real, 30 anos: entenda como plano economico que fundou a moeda",Folha de S.Paulo,https://youtu.be/vbmKHoFWz00?si=wC8ti962ysgBfSCZ,9:17,28/06/2024,183000,POLITICA
