perfil,dia,fonte,posicao,posicao_mmr,canal,tema,titulo,url
P2,3,HOME,8,8,Ana Desiderio,FITNESS,ESSA ORACAO MUDOU A MINHA VIDA,https://youtu.be/ZtYnE5v_-H8?si=qWT2ybW5sbdR-I-t
P2,3,HOME,9,9,Maria,FITNESS,Seja uma mulher interesseira,https://youtu.be/8DYZheY6boM?si=yLXM6En9TPegegkQ
P2,3,HOME,10,10,Vane Fit,FITNESS,TREINO PARA DEFINIR AS PERNAS,https://youtu.be/zzQYwQg5O9o?si=5QFAQyjLHZxRYORc
P2,3,NEXT,1,1,Tay Training,FITNESS,OS EXERCICIOS CHAVE PARA CRESCER AS COXAS,https://youtu.be/uf2B-ioKXhg?si=qoeZll1TbcekFuMQ
P2,3,NEXT,2,2,Leiner Alves,FITNESS,TREINO PARA SUPERIORES EM CASA,https://youtu.be/TFldTYWhLWw?si=ijtocUs0HF01T75P
P2,3,NEXT,3,3,Brandon Salowitz,FITNESS,Talking it the other way,https://youtu.be/QPXGi8jHtnM?si=xZwvi_ApMfsz_X7R
P2,3,NEXT,6,4,Suellen Farias,FITNESS,TREINO DE GLUTEO COM A MINHA AMIGA,https://youtu.be/Zk6sI8Wz5AE?si=xVIFx1vPQ2u3WyWd
P2,3,NEXT,7,5,BibiFitness,FITNESS,Aprenda de uma vez por todas como fazer o vacuum,https://youtu.be/FcKw_KrvxzY?si=VgvEmDb-ytF8k08s
P2,3,NEXT,9,6,Saulo Oliveira,FITNESS,Alongamento - voleibol,https://youtu.be/aCEkR5Hd4dc?si=ELMTS1_7tiQYu61M
P2,3,NEXT,4,7,Leiner Alves,FITNESS,VACUM+ AUTOMASSAGEM MODELADORA ,https://youtu.be/2YjWPPoCcOU?si=J0Uo9EQnV7nrW1BG
P2,3,NEXT,5,8,Tay Training,FITNESS,Gluteo empinado e redondinho,https://youtu.be/7ux6FwZ7Ssc?si=0ofgbWfkh8CZ4NU1
P2,3,NEXT,8,9,BibiFitness,FITNESS,VACUUM para iniciantes,https://youtu.be/WlkCGdMR_OA?si=u6-xTqWTkaL0qj83
P2,3,NEXT,10,10,Tay Training,FITNESS,NUNCA MAIS tenha o barco molenga,https://youtu.be/qSvyhGAECr0?si=uhQU3xYSWjyuNA7H
P2,4,HOME,1,1,Renata Rodrigues,FITNESS,Quanto GANHEI sendo YOUTUBER INICIANTE em 2026,https://youtu.be/LUCaqiabnpo?si=bP9myO1iPqANemo7
P2,4,HOME,2,2,Papo com Anahy D'Amico,FITNESS,EXAUSTAO EMOCIONAL: O CANSACO QUE NAO PASSA,https://youtu.be/UC_9TndluoE?si=YdDpoqIwJ7zFkFTm
P2,4,HOME,3,3,Deise Misturini,FITNESS,ROTINA DE 2 MINUTOS PARA FIRMAR E LEVANTAR O ROSTO,https://youtu.be/49w0NIbpLb4?si=4OPeCkzMCIeS7qzS
P2,4,HOME,4,4,Receitas do Clau,FITNESS,CHEGA de TAPIOCA,https://youtu.be/5sGQBbqqyMU?si=-6eWPFDN0Off_HL0
P2,4,HOME,5,5,Vane Fit,FITNESS,TREINAO DE BICEPS E TRICEPS,https://youtu.be/-FdtRl0et10?si=kNHJiDnvPnXibayd
P2,4,HOME,6,6,Mariana Santos,FITNESS,Eu IMPLORO para voce largar o vicio no celular,https://youtu.be/FTGyXfvWr6E?si=6xTldvL8vkYwpNHv
P2,4,HOME,8,7,Medico da Mulher,FITNESS,TRES EXERCICIOS INFALIVEIS ,https://youtu.be/SCLstOll-vw?si=4bcWoRLUGlaLZCuR
P2,4,HOME,9,8,Augusto Cury,FITNESS,NAMORE sua SAUDE EMOCIONAL Antes de NAMORAR ALGUEM,https://youtu.be/3cfc_RASJWs?si=1RlO5Jcb1wE5PK9e
P2,4,HOME,10,9,Voce Magra,FITNESS,PAOZINHO de GEMAS com 3 INGREDIENTES,https://youtu.be/5KQB0-IVFpU?si=oBjNlXXNpbRQ1xQl
P2,4,HOME,7,10,Vane Fit,FITNESS,ROTINA PRA FAZER ANTES DOS TREINOS DE PERNAS,https://youtu.be/9cvWlF6PAzo?si=Es8odEeZV8HsSakb
P2,4,NEXT,1,1,Nice One Academia,FITNESS,AULA COMPLETA DE GINASTICA AEROBICA ,https://youtu.be/-1vV1HwGcuw?si=MRdJJmV6xOhcwo24
P2,4,NEXT,2,2,Funfit com Susana Yabar,FITNESS,4 Exercicios Afetivos para Reduzir a Gordura nas Costas,https://youtu.be/S9FRNWnAQ1c?si=64dpkYAVipv4xTx0
P2,4,NEXT,3,3,Gabi Souto,FITNESS,Aprenda quais alimentos potencializam os seus resultados,https://youtu.be/OGDZZdlB_zg?si=x_p8_mTKC7GTLeL5
P2,4,NEXT,4,4,Tay Traininig,FITNESS,POR QUE EU NAO TOMO WHEY PROTEIN,https://youtu.be/15TCCWgm2Jo?si=xmfp_g6DL7AaoWJR
P2,4,NEXT,5,5,Aurelio Alfieri,FITNESS,TRANSFORMANDO SEUS BRACOS ,https://youtu.be/nT0x8JgpIBE?si=A03U08OJkyePADk5
P2,4,NEXT,6,6,WORKOUT,FITNESS,Exercicios para levantar o peito,https://youtu.be/fcmXr4oqqlk?si=rkks0pbe6WPWME2o
P2,4,NEXT,7,7,O fisio do corredor Willian A.,FITNESS,Dor na lombar,https://youtu.be/XBv9j1KCC1o?si=lexBnn1wTNUfCE31
P2,4,NEXT,9,8,Lyne On The Mat,FITNESS,Pilates para abdomem tonificado,https://youtu.be/LBwD2pPWB0Q?si=RMR1SSsUeWUw4rUH
P2,4,NEXT,10,9,TREINADORA CAROL VAZ,FITNESS,TREINO SUPERIOR 7 MIN,https://youtu.be/eDd4M7g96SA?si=VVfRlG5q6sJ6vBge
P2,4,NEXT,8,10,Tay Traininig,FITNESS,TREINO + RAPIDO OBTENDO + RESULTADOS,https://youtu.be/KTjI6t9-KxM?si=560irG_uBlQWDur0
P2,5,HOME,1,1,Fran Lima Daily,FITNESS,30 dias seguindo isso e voce nunca mais ficara sem dinheiro,https://youtu.be/M5MQIymk040?si=ezcsxJ93WIEdp6bs
P2,5,HOME,2,2,Vivi Winkler,FITNESS,LISTA DE LANCHES QUE NAO ENGORDAM NO EMAGRECIMENTO,https://youtu.be/l3shIM39_94?si=kAU5AxofzUYrxNQB
P2,5,HOME,3,3,Ana Lidia Lopes,FITNESS,"METAS, VIDA INTERIOR E SAUDE MENTAL",https://youtu.be/eEUii9EhinY?si=VM3eTVYbJ8HIa_SP
P2,5,HOME,4,4,Fe Alves,FITNESS,VOCE PRECISA DESAPARECER,https://youtu.be/jW9DWIOrFuk?si=-oKF49ysMVIC1-6i
P2,5,HOME,5,5,Vzunck,FITNESS,Quadril travado depois dos 35? O que fazer antes do agachamento,https://youtu.be/u_EOsW1Fuis?si=NLvKhQb_1aju44Ha
P2,5,HOME,6,6,Leandra Santos,FITNESS,Se voce e AMBICIOSO mas e PREGICOSO assista esse video,https://youtu.be/ZWYheuFOq_g?si=vyuSzedlR-qTLRTW
P2,5,HOME,7,7,Lola Queren,FITNESS,Jejum na pratica para SECAR,https://youtu.be/wHGTjzxulNA?si=0UCNV1G6soZ52xXM
P2,5,HOME,8,8,Augusto Cury,FITNESS,NAMORE SUA SAUDE EMOCIONAL,https://youtu.be/3cfc_RASJWs?si=G_64P5yafBGnSpgU
P2,5,HOME,9,9,Paulo Vieira,FITNESS,Me de 10 Minutos e Voce Vai Mudar Sua Vida,https://youtu.be/RMacZX-edqw?si=BsyG7xxc9gR8Aq-b
P2,5,HOME,10,10,SECA 30,FITNESS,Treino PRE-CARNAVAL,https://youtu.be/ZDsGetK49gY?si=y8UYmAukx_-wG10u
P2,5,NEXT,1,1,Carol Borba,FITNESS,Secar e definir pernas gluteos e parte interna da coxa,https://youtu.be/hWE9djsSTi4?si=pLfzTZYKX-2KjfKc
P2,5,NEXT,2,2,Nice One Academia,FITNESS,PERCA CALORIAS FAZENDO GINASTICA AEROBICA | Junior Scaranelo,https://youtu.be/nDat4qMA0_g?si=UYM5RdB091-P5r7j
P2,5,NEXT,3,3,VOLL TV,FITNESS,Como montar uma boa aula so com a BOLA SUICA em 5 minutos!,https://youtu.be/Ag8RT3BNkWM?si=A5JLaIXgYS9A7ary
P2,5,NEXT,6,4,Myla Liv,FITNESS,FIZ 100 AGACHAMENTOS POR DIA DURANTE 1 MES! Deu resultado?,https://youtu.be/1VTHvYc14x4?si=U9SB5MOBnLR5ZrO5
P2,5,NEXT,7,5,Tay Training,FITNESS,TREINO DE PERNA E GLUTEO COMPLETO que voce nunca mais vai esquecer,https://youtu.be/aCgXMyw4imY?si=1mRqKq9rdrt7pcCA
P2,5,NEXT,4,6,Carol Borba,FITNESS,Como endurecer o bumbum e as pernas em casa em 1 mês - Desafio agachando com Carol Borba,https://youtu.be/6YJ7DUvuBkE?si=QrX4x-mE9mXa5gGV
P2,5,NEXT,5,7,Carol Borba,FITNESS,Como transformar suas pernas treinando em casa - Desafio 100 agachamentos - Carol Borba,https://youtu.be/gnBNaBCumfM?si=aYeGVIqhI7kagaLu
P2,5,NEXT,8,8,Carol Borba,FITNESS,Desafio do Agachamento #03 - 100 agachamentos por dia,https://youtu.be/hOw0uRd0WyQ?si=mVZBwxrjrK_hC5DZ
P2,5,NEXT,9,9,Tay Training,FITNESS,Os 2 PRINCIPAIS Exercicios para Gluteos Fortes e Redondos,https://youtu.be/0nnFob_Q6fM?si=ddhzyIo0PXq8irxz
P2,5,NEXT,10,10,Carol Borba,FITNESS,Secar e definir pernas gluteos e parte interna da coxa -DESAFIO de 30 dias,https://youtu.be/4cbPWhVASM0?si=FKTOGuqJgFgqKJn9
P3,1,HOME,1,1,Atualizando Galaxy e Usando Galaxy,TECNOLOGIA,MELHORIAS!! ATUALIZAÇÃO para TELA DE BLOQUEIO com APLICATIVO SAMSUMG,https://youtu.be/_z_Z1afQu18?si=XBANfJmDxQ9R6LEU
P3,1,HOME,2,2,Geisel Taveira,TECNOLOGIA,A VERDADE SOBRE COMPRAR ELETRONICOS NA CHINA,https://youtu.be/m3mAu2_Uec0?si=oVbrrkZObT6aDV7q
P3,1,HOME,3,3,TechLany,TECNOLOGIA,OS MELHORES CELULARES PARA JOGOS ATE R$ 1000 REAIS,https://youtu.be/nK8VFHz7_WE?si=aGzswy2a1VXyztvG
P3,1,HOME,4,4,tripodoskumrator,TECNOLOGIA,Hack do WePlay 2026,https://youtu.be/K0AoK7nLTkI?si=CVP970o_1q-eY56-
P3,1,HOME,5,5,ODORIZZI,TECNOLOGIA,WhatsApp 2026 - Ganhou um NOVO LAYOUT MODERNO,https://youtu.be/Qn2J-indbKo?si=LMUdMYZT9L6aZfmw
P3,1,HOME,6,6,Jovem Pan News,TECNOLOGIA,Trump ordena divulgacao de arquivos sobre vida alienigena,https://youtu.be/K0Trh8x24ko?si=2Y27JEMUnf8uC8l-
P3,1,HOME,7,7,Gemeos Investem,TECNOLOGIA,[ATUALIZADO 2026] COMO AUMENTAR O LIMITE DO NUBANK?,https://youtu.be/o7aMU4lGCFs?si=63p3MFhSmAIfQCWq
P3,1,HOME,8,8,Ed Gouvea | Tech,TECNOLOGIA,Comprei o Galaxy A36 5G: O intermediario quase PREMIUM da Samsung!,https://youtu.be/hggh7EH6RVM?si=8OdPsB11S2qghj2t
P3,1,HOME,9,9,Jennifer Martins,TECNOLOGIA,MEU MATERIAL ESCOLAR,https://youtu.be/hfmDnYwZxw0?si=0o8ToKcKUnD3vPvn
P3,1,HOME,10,10,Gustavo Lazaro,TECNOLOGIA,pobress com iphone novo 17 de 20k,https://youtu.be/w81ncpS873k?si=PTpHkmu9C5z8xVDs
P3,1,NEXT,1,1,EMDtech,TECNOLOGIA,Impressionante DOCK estilo Liquid Glass,https://youtu.be/GD-cRYp_dvc?si=O_N68RVKxigk_W5O
P3,1,NEXT,2,2,Tech Lany,TECNOLOGIA,5 CELULARES PARA JOGOS ATE R$ 1400 REAIS,https://youtu.be/M-gl2sQmAoY?si=6CQt4hk1aw-YCATl
P3,1,NEXT,3,3,Gobi Lany,TECNOLOGIA,Top 5 Best Handheld Game Console 2026 on AliExpress,https://youtu.be/KZ-LL1YJSPg?si=IGtloQ_Mrx1k2J6g
P3,1,NEXT,4,4,ODORIZZI,TECNOLOGIA,WhastApp 2026 - Ganhou um NOVO LAYOUT MODERNO,https://youtu.be/Qn2J-indbKo?si=0Be1wgZDKsqZecE3
P3,1,NEXT,5,5,Lupa no Produto,TECNOLOGIA,Os melhores CELULARES de 2026,https://youtu.be/MEFb3TbWYzA?si=VsE9S1Xq4XXaekes
P3,1,NEXT,6,6,Katec,TECNOLOGIA,TOP 3 CELULAR ATE R$800 BOM E BARATO! (2026),https://youtu.be/SgPGI0yXmec?si=lXsRcUi83O0XVoZK
P3,1,NEXT,7,7,TECNODIA,TECNOLOGIA,5 MOTIVOS para COMPRAR o iPhone 16E em 2026,https://youtu.be/0zudMX1-OCI?si=L1qh8QqDKjcv9SqV
P3,1,NEXT,8,8,Atualizando Galaxy,TECNOLOGIA,CHEGOU OUTRA! ATUALIZACAO do SERVICO GOOGLE PLAY para GALAXY,https://youtu.be/iIE5aLGNp2E?si=b1pN-ruWF5zd0XRr
P3,1,NEXT,9,9,Manual Da Compra,TECNOLOGIA,VALE A PENA comprar o iPhone XR em 2026?,https://youtu.be/X3zVeX5zHGg?si=fLiBZa2Q-pigJUZR
P3,1,NEXT,10,10,Geek Loko,TECNOLOGIA,1 ANO com o Galaxy S25 Ultra,https://youtu.be/AqObk4q9MKk?si=m7S8Zs3lJTpM7hUi
P3,2,HOME,1,1,Gustavo Nigre,TECNOLOGIA,VLOG #8: COMPREI UM MACBOOK PRO M4 MAX E IPHONE 17 NO PARAGUAI,https://youtu.be/pqE6lGMAymo?si=-3Hn3jHcMJvI3eko
P3,2,HOME,2,2,Lipe Mal Estar,TECNOLOGIA,Montei um SETUP BARATO com NOTEBOOK em 2026,https://youtu.be/MFHqgoM0nRc?si=6zSvgMwgYFqvlJyu
P3,2,HOME,3,3,Intec,TECNOLOGIA,MELHORES Celulares BOM e BARATO em 2026!,https://youtu.be/yhWDcUPsp_U?si=ORFfFi7_pVa0PbQC
P3,2,HOME,4,4,Rafael Pacheco,TECNOLOGIA,CHEGOU! GALAXY S25 FE UNBOXING,https://youtu.be/zinvhMIdOxc?si=rTnOKpB5zhE5ORoA
P3,2,HOME,5,5,Young rock Tech,TECNOLOGIA,INSTALANDO A NOVA ONE UI 8.0,https://youtu.be/VchOGNCjcos?si=5k9VnfvYMqy8T_C9
P3,2,HOME,6,6,Miler Rangel,TECNOLOGIA,MAC MINI M4: Como tem sido a experiencia se sair de vez do Windows?,https://youtu.be/hIxSYWA0nqU?si=OT7_W6KbqeOXRWts
P3,2,HOME,7,7,EscolhaSegura,TECNOLOGIA,"Comprei o TAL NOTEBOOK de R$428,35 da SHOPEE",https://youtu.be/P2WwtzKim-w?si=XHnS5rRytnQRtYiW
P3,2,HOME,8,8,Andre Felipe,TECNOLOGIA,REDMI NOTE 14 vs REDMI NOTE 15 qual comprar?,https://youtu.be/DPrNjCF6g0k?si=ujYJ-sodaiKz8jq_
P3,2,HOME,9,9,Marcus Tech,TECNOLOGIA,MOTOROLE SIGNATURE VC GALAXY S25 ULTRA,https://youtu.be/ZzbsniQmTIk?si=fWg8tSoYZAIy4gxC
P3,2,HOME,10,10,Ei Rob,TECNOLOGIA,IPHONE 13 - TESTANDO JOGOS PESADOS EM 2026,https://youtu.be/4qBhNawkbrQ?si=4v6HQlGX9ZAILK87
P3,2,NEXT,1,1,Young Rock Tech,TECNOLOGIA,INSTALANDO A NOVA ONE UI 8.0,https://youtu.be/BNMKz83QPtM?si=BTOI_QolGVCYA-8T
P3,2,NEXT,2,2,CanalJMS,TECNOLOGIA,Realme C85,https://youtu.be/eBccKSHrmhI?si=6NFgh2kzRv-Vpe9E
P3,2,NEXT,3,3,Lawx,TECNOLOGIA,Ryzen 7 7735HS vence o i5-13420H,https://youtu.be/r2D1PRAGfjw?si=JMl453tgTem-6OJf
P3,2,NEXT,4,4,Rodrigo Moreira,TECNOLOGIA,COMPREI UM IPHONE 16 PRO MAX NA SHOPEE,https://youtu.be/kYDD-mOc48A?si=8fHpa-sCaPxVhhwB
P3,2,NEXT,5,5,Lucas Ishii,TECNOLOGIA,ESSE NOTEBOOK E UM MONSTRO,https://youtu.be/sRlpjac0WSE?si=FyxlcXbO3nVGI09X
P3,2,NEXT,6,6,Matheus Kise,TECNOLOGIA,Galaxy A56 e o MELHOR smartphone pra comprar ate,https://youtu.be/UY93FvkRfUk?si=xzQOz2D-vTLbCFeY
P3,2,NEXT,7,7,EscolhaSegura,TECNOLOGIA,IPHONE 16e se TORNOU o CELULAR APPLE com MELHOR,https://youtu.be/LaoRPXRL7sg?si=2NhDOAaA8iMsms0a
P3,2,NEXT,8,8,Realme Store BR,TECNOLOGIA,NOVO REALME C85: TUDO QUE VOCE PRECISA SABER,https://youtu.be/JFCIqLGsy9I?si=ljjSda7bxhByL7R8
P3,2,NEXT,9,9,Ricardo Perialdo,TECNOLOGIA,Nao compre um iPhone 17 antes de ver esse video,https://youtu.be/Zx5T9Qpm2Bc?si=UpmGMFCHgdrI7PZ5
P3,2,NEXT,10,10,Guilherme Franca,TECNOLOGIA,Meu Ecossistema Samsung barato,https://youtu.be/5dgaFoyjefE?si=EbEgVAbkY0YblE96
P3,3,HOME,1,1,Lipe Mal Estar,TECNOLOGIA,Esse e o MELHOR NOTEBOOK barato para comprar hoje,https://youtu.be/a8egV8HMCbg?si=wkTw6K5aZo67mfVY
P3,3,HOME,2,2,WislonTuber,TECNOLOGIA,Essa atualizacao do WhatsApp vai surpreender voce,https://youtu.be/lh2ojYVAg2w?si=kCdu_70KixVTsGBd
P3,3,HOME,3,3,Economizei 67,TECNOLOGIA,SAMSUNG GALAXY A17 2026,https://youtu.be/8NC9QrbGl0I?si=M8QJ3bNPwZgGxp_Z
P3,3,HOME,4,4,Rodrigo Moreira,TECNOLOGIA,FINALMENTE COMPREI um IPHONE 17 PRO MAX na SHOPEE,https://youtu.be/bhq-GqnhDhE?si=WFjqAumyGb1jVejr
P3,3,HOME,5,5,MW Informatica,TECNOLOGIA,TESTEI O HUB USB-C MAIS PODEROSO DO MERCADO,https://youtu.be/nZCtM_XhlLM?si=E6QnFP5Sf6GZPYUU
P3,3,HOME,6,6,John Notebooks Brasil,TECNOLOGIA,Dell Latitude 3410 14,https://youtu.be/CAEC_FzjkHw?si=H8vpRk9rdY_skJCa
P3,3,HOME,7,7,Atualizando Galaxy,TECNOLOGIA,De ultima hora!! ATUALIZACAO de FEVEREIRO LIBERADA pela SAMSUNG,https://youtu.be/fvm6nSosIWs?si=xfhos7RwZbVE0Fdv
P3,3,HOME,8,8,Loop Infinito,TECNOLOGIA,O MacBook MAIS BARATO sera lancado no dia 4 de marco,https://youtu.be/NpG-_yKs4_4?si=Jn0Z7lQDEGhhlg6I
P3,3,HOME,9,9,APRENDA FACIL,TECNOLOGIA,MAIS Recursos ESCONDIDOS No SAMSUNG ,https://youtu.be/6acePeY11jc?si=Plm1fuffW7MtelGc
P3,3,HOME,10,10,bgeeks,TECNOLOGIA,NOVO REALME C85,https://youtu.be/YukUjI0cdyM?si=TtriToONJDfgU8yA
P3,3,NEXT,1,1,Diogo Filipe,TECNOLOGIA,O iphone 14 Pro Max envelheceu bem,https://youtu.be/e3did47OLCk?si=MVyUN_TDlgfr7Ywz
P3,3,NEXT,2,2,Andre Felipe,TECNOLOGIA,6 MESES DEPOIS O S25 FE TA VALENDO A PENA?,https://youtu.be/eMi1bkVaDRE?si=PT21IAqBwol4f_21
P3,3,NEXT,3,3,Pretinho Tech,TECNOLOGIA,HARD RESET ITEL A04,https://youtu.be/AJ7Kcft2fUY?si=iI6ul7Vh1L2-5LTf
P3,3,NEXT,4,4,dmeloTV,TECNOLOGIA,"UGREEN HDMI SWITCHER KVM, 4K",https://youtu.be/dmdb9-ZYIRI?si=8f9k-5FqfPJq4l1q
P3,3,NEXT,5,5,bgeeks,TECNOLOGIA,Moto G06 em 7 minutos!,https://youtu.be/dm9b82Tvb8c?si=cc222rhQlZkahk6t
P3,3,NEXT,6,6,Roger Coelho,TECNOLOGIA,Como deixar seu iphone TOTALMENTE DARK,https://youtu.be/eWpzxkJ_6sU?si=digjVo8cWZhiJIrd
P3,3,NEXT,7,7,Gabriel de Pinho,TECNOLOGIA,MackBook Air M4 vs Mac Mini M4,https://youtu.be/sLUXTJhkgqg?si=jXPHjDuBXgdXuXrP
P3,3,NEXT,8,8,k Tech,TECNOLOGIA,OLHA QUE TOP ESSE MOTOROLA,https://youtu.be/9I1H-STSuRw?si=P1-0PTltASbwdl8p
P3,3,NEXT,9,9,Tuk,TECNOLOGIA,REALME C85 (NFC) vs REDMI NOTE 14 4G,https://youtu.be/qB6qbkqJFqE?si=viOI0Lv6V5JhY8Ls
P3,3,NEXT,10,10,Ed Gouvea | Tech,TECNOLOGIA,Comprei o Galaxy A36 5G,https://youtu.be/hggh7EH6RVM?si=DebHxICfM9VnWwoM
P3,4,HOME,1,1,Vladimir Campos,TECNOLOGIA,O que e USB-C,https://youtu.be/XxI6xay8Qdo?si=DqsDHjwhpv-bLcIO
P3,4,HOME,2,2,TecMundo,TECNOLOGIA,Dell acaba com marcas antigas de PCs,https://youtu.be/ETvJruSwuyY?si=dRKIhsbjGrp35cCR
P3,4,HOME,3,3,TudoCelular,TECNOLOGIA,GALAXY TAB A11 PLUS,https://youtu.be/BWRu99fdcV4?si=RIDX5P2GAx3R-O2k
P3,4,HOME,4,4,Marleo Piber,TECNOLOGIA,KVM UGREEN: USAR DOIS COMPUATDOES EM UM SO TECLADO,https://youtu.be/RDioekNYais?si=hH4MclFGd49Nexk1
P3,4,HOME,5,5,Victor Viana,TECNOLOGIA,Como carregar notebook utilizando Powerbank,https://youtu.be/vazeRuYO3vA?si=VmbuqwSPhEy6n7k4
P3,4,HOME,6,6,Flow de Dados,TECNOLOGIA,Esse Thinkpad e MONSTRO,https://youtu.be/chUOjYn88z4?si=LC6RksGNeIX165G-
P3,4,HOME,7,7,"Fala, Leo!",TECNOLOGIA,Samsung MODO DEX e acessorios,https://youtu.be/5Qw9g_UwiqU?si=Z8Od9S8e-Zsvlm9r
P3,4,HOME,8,8,mzeds,TECNOLOGIA,Review Hub da UGREEN,https://youtu.be/fydC3uQSmaU?si=qKITzfVUQtp6UlbO
P3,4,HOME,9,9,INDICA TECH BR,TECNOLOGIA,Os MELHORES Notebooks Custo-Beneficio para estudar,https://youtu.be/eWJVMo6pNfc?si=5teKkiUX98xThJQV
P3,4,HOME,10,10,Tech Lany,TECNOLOGIA,OS MELHORES CELULARES PARA JOGOS ATE R$ 1800 ,https://youtu.be/kCoTm2mknss?si=Xqw27NjscAF4m0Xj
P3,4,NEXT,1,1,Geek de Fibra,TECNOLOGIA,Switch KVM UGREEN,https://youtu.be/qUoSflrS7Hw?si=jNZqKvBpBsFh3Nq5
P3,4,NEXT,2,2,Gabriel de Pinho,TECNOLOGIA,TRANSFORME seu notebook (e MAC) em um PC GAMER,https://youtu.be/ZWR8J4sKsM0?si=TSy1a3iBsWRESOvX
P3,4,NEXT,4,3,Por essa Dica,TECNOLOGIA,Meu KIT de GRAVACAO 2026,https://youtu.be/mnmhZfuDaTA?si=5WTKr2KNXxWyrDbS
P3,4,NEXT,5,4,dmeloTV,TECNOLOGIA,UGREEN HDMI SWITCHER ,https://youtu.be/dmdb9-ZYIRI?si=-ACKhyS_ALuCAzTF
P3,4,NEXT,6,5,MW Informatica,TECNOLOGIA,INSTALEI UMA PLACA DE VIDEO NO NOTEBOOK POSITIVO,https://youtu.be/j36cI6K7SGY?si=Hdi9sMrjLnmmUrZg
P3,4,NEXT,7,6,Decinho Shinkai,TECNOLOGIA,Como liguei 2 monitores no Macbook M1,https://youtu.be/VHLmKS6cZ-A?si=8YicfxfHlFcCJxw2
P3,4,NEXT,8,7,Victor Viana,TECNOLOGIA,Como saber se seu notebook e monitor suportam passar video,https://youtu.be/-qtlEiI71Wc?si=gdbVqG5RvvOGypGV
P3,4,NEXT,10,8,Tuk,TECNOLOGIA,REALME C85,https://youtu.be/qB6qbkqJFqE?si=sdOujzR0RTHS8pmo
P3,4,NEXT,3,9,Gabriel de Pinho,TECNOLOGIA,Como fazer UPGRADE de SSD no NOTEBOOK,https://youtu.be/U72zbxSDYBQ?si=v9lZbSvujFBV-Njc
P3,4,NEXT,9,10,Gabriel de Pinho,TECNOLOGIA,Placa De Video Externa pra NOTEBOOK,https://youtu.be/9HPfXfz1PTo?si=-jTfvkI2mo0irZ5i
P3,5,HOME,1,1,JG Tech,TECNOLOGIA,Novo Galaxy S26 Ultra,https://youtu.be/IyTfFrBoiNc?si=m9CKZGHu6zvdus9w
P3,5,HOME,2,2,FF26 Tech | Fernando Fuvio,TECNOLOGIA,Como Conectar 2 MONITORES em 1 NOTEBOOK,https://youtu.be/pzDGsgTvqQM?si=4sIkX3A-rVTWmnHG
P3,5,HOME,3,3,Zetta,TECNOLOGIA,5 MOTIVOS que me fizeram escolher o LENOVO LOQ,https://youtu.be/qHIvt8NrY0k?si=LAfgSfG-lJN3bqE5
P3,5,HOME,4,4,Rafael Nunes,TECNOLOGIA,GALAXY A37 5G,https://youtu.be/g3liHQw3cCI?si=IA--3C3Q6qpRT_86
P3,5,HOME,5,5,Clovis de Barros,TECNOLOGIA,"Se MEXE C#R#LH0, Va Atras Dos Seus Sonhos ",https://youtu.be/qy9Fwsg-L1g?si=hLsvtO1dk44CKo6V
P3,5,HOME,6,6,Oficina da Net,TECNOLOGIA,OPPO ouviu o Brasil?,https://youtu.be/s96zFQF3Gag?si=C7uCtFmnYPq_iziU
P3,5,HOME,7,7,Young Rock Tech,TECNOLOGIA,INSTALANDO a NOVA ONE UI 8.0,https://youtu.be/VchOGNCjcos?si=0k5qwmE2yiwE2WxW
P3,5,HOME,8,8,Engenharia Detalhada,TECNOLOGIA,O Fim dos Cabos ruins!,https://youtu.be/1VCKyai3PVI?si=9bfZ3csALIfxo0D0
P3,5,HOME,9,9,Pedro Passos,TECNOLOGIA,O que eu uso no meu Macbook pra Programar? 🇺🇸,https://youtu.be/O-YzJEd3xQ4?si=fwSt7DFsCC-cVRhk
P3,5,HOME,10,10,Intec,TECNOLOGIA,MELHORES Celulares BOM e BARATO em 2026!,https://youtu.be/yhWDcUPsp_U?si=r8lZ_gIgFJ4UVMiy
P3,5,NEXT,1,1,Gabriel de Pinho,TECNOLOGIA,O Positivo RM15M E BOM MESMO?,https://youtu.be/TV3nz70XI04?si=seS9OKFgvbH_rQjT
P3,5,NEXT,2,2,Alishow Variedades,TECNOLOGIA,USB-C NAO DA VIDEO?,https://youtu.be/uPFgzbiu07M?si=5XQ_hPgSc5TTPYwn
P3,5,NEXT,4,3,TecMundo,TECNOLOGIA,Dell Alienware,https://youtu.be/Z0Vyw5Z4224?si=MPlvj6GuyC1CtFm1
P3,5,NEXT,6,4,Victor Viana,TECNOLOGIA,Como saber se seu notebook e monitor suportam passar video,https://youtu.be/-qtlEiI71Wc?si=npHOi45c8pt2K79A
P3,5,NEXT,7,5,Gabe Indica,TECNOLOGIA,Montei o SETUP DOS SONHOS,https://youtu.be/vboq6haInVo?si=bqvYLq2SCTCAbPMe
P3,5,NEXT,8,6,Lipe Mal Estar,TECNOLOGIA,O notebook mais premium de 2025,https://youtu.be/eeODLwDoQS4?si=aer21exYYLq4GqSi
P3,5,NEXT,9,7,Zetta,TECNOLOGIA,5 MOTIVOS que me fizeram escolher o LENOVO LOQ,https://youtu.be/qHIvt8NrY0k?si=_U5_CH14NCpe5JzQ
P3,5,NEXT,10,8,Web Shooter,TECNOLOGIA,Ultra PC do Lancador de teia,https://youtu.be/RrUJmYUFM8g?si=7afNiTeneabXGIZD
